config_id,design_label,seed,node_count,mac,retry_limit,radio_range_m,aggregation_threshold,security_enabled,edge_ai_enabled,edge_ai_threshold,pdr,latency_mean,energy_per_delivered_packet,total_tx_bytes,communication_saving_ratio,lifetime_proxy,security_coverage,security_overhead_bytes_per_packet,edge_ai_saving_ratio,edge_event_recall,edge_ai_cpu_energy_j,hop_count,link_prr,generated_packets,is_pareto,dominates_count,dominated_by_count,recommendation_rank
sweep_184,Automatic sweep 184,42069,35,csma,4,30.0,0.0,True,True,2.5,0.7693636363636364,0.0369714084700018,0.00014190554583255963,56170,0.3034474206349206,763286.7609801644,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,13,12,95
sweep_185,Automatic sweep 185,42069,35,csma,4,30.0,0.35,False,False,2.5,0.7790380738636363,0.032755721774739545,0.00023294007735615984,49736,0.38323412698412695,868784.7141549356,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,10,62,190
sweep_186,Automatic sweep 186,42069,35,csma,4,30.0,0.35,False,True,2.5,0.7790380738636363,0.03177348105871734,0.00011495047154989374,24450,0.6968005952380952,1760538.915521195,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,28,9,139
sweep_187,Automatic sweep 187,42069,35,csma,4,30.0,0.35,True,False,2.5,0.7790380738636363,0.034772022305198845,0.0002846031781375056,60394,0.2510664682539683,711077.0155325632,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,9,37,145
sweep_188,Automatic sweep 188,42069,35,csma,4,30.0,0.35,True,True,2.5,0.7790380738636363,0.033707774614001804,0.0001403480518940033,29690,0.6318204365079365,1441949.323770748,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,37,8,61
sweep_189,Automatic sweep 189,42069,35,csma,4,30.0,0.45,False,False,2.5,0.7818021988636364,0.031783721774739544,0.00023211683826065423,36966,0.541592261904762,1168908.633425577,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,15,52,176
sweep_190,Automatic sweep 190,42069,35,csma,4,30.0,0.45,False,True,2.5,0.7818021988636364,0.03084101424271734,0.00011469469618154328,18172,0.7746527777777777,2365613.97553088,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,36,5,124
sweep_191,Automatic sweep 191,42069,35,csma,4,30.0,0.45,True,False,2.5,0.7818021988636364,0.033800022305198844,0.00028360052641676945,44888,0.4433531746031746,956709.7058473004,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,17,30,118
sweep_192,Automatic sweep 192,42069,35,csma,4,30.0,0.45,True,True,2.5,0.7818021988636364,0.0327753077980018,0.00014000407727908948,22067,0.7263516865079365,1937967.6755089115,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,53,4,50
sweep_193,Automatic sweep 193,42069,35,csma,4,40.0,0.0,False,False,2.5,0.8336181818181818,0.02713117745734674,0.0002536231527093596,70587,-0.16711309523809526,394151.0417873754,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,4,42,182
sweep_194,Automatic sweep 194,42069,35,csma,4,40.0,0.0,False,True,2.5,0.8336181818181818,0.026377698207801534,0.00012489706806442265,34701,0.42624007936507935,800385.7209060321,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,28,10,108
sweep_195,Automatic sweep 195,42069,35,csma,4,40.0,0.0,True,False,2.5,0.8336181818181818,0.02864368519700191,0.0003091957941129734,85713,-0.4172123015873015,323309.1515639031,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,4,26,133
sweep_196,Automatic sweep 196,42069,35,csma,4,40.0,0.0,True,True,2.5,0.8336181818181818,0.02782868923266945,0.0001522165785784392,42137,0.30329034391534393,656734.1796496826,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,43,9,42
sweep_197,Automatic sweep 197,42069,35,csma,4,40.0,0.35,False,False,2.5,0.8441005943181817,0.024579677457346745,0.0002504717266596756,37310,0.38310185185185186,745696.5850079193,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,11,29,149
sweep_198,Automatic sweep 198,42069,35,csma,4,40.0,0.35,False,True,2.5,0.8441005943181817,0.023929972815801538,0.00012353533679411262,18342,0.6967261904761906,1511922.953044949,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,44,6,92
sweep_199,Automatic sweep 199,42069,35,csma,4,40.0,0.35,True,False,2.5,0.8441005943181817,0.026092185197001915,0.00030535981983711947,45306,0.25089285714285714,611658.4405596793,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,14,19,85
sweep_200,Automatic sweep 200,42069,35,csma,4,40.0,0.35,True,True,2.5,0.8441005943181817,0.025380963840669454,0.000150518323400144,22272,0.6317460317460317,1240884.8769503264,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,77,5,32
sweep_201,Automatic sweep 201,42069,35,csma,4,40.0,0.45,False,False,2.5,0.8470955693181819,0.023850677457346738,0.00024958251475026876,27730,0.5415013227513228,1003315.5278270995,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,18,20,143
sweep_202,Automatic sweep 202,42069,35,csma,4,40.0,0.45,False,True,2.5,0.8470955693181819,0.023230622703801534,0.00012323564987828193,13632,0.7746031746031746,2031960.822784698,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,54,2,81
sweep_203,Automatic sweep 203,42069,35,csma,4,40.0,0.45,True,False,2.5,0.8470955693181819,0.025363185197001915,0.0003042767763481168,33673,0.44323743386243386,822967.8765775794,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,21,13,71
sweep_204,Automatic sweep 204,42069,35,csma,4,40.0,0.45,True,True,2.5,0.8470955693181819,0.024681613728669453,0.00015012334887978403,16554,0.7262896825396825,1668028.420573034,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,87,2,24
sweep_205,Automatic sweep 205,42069,35,csma,4,55.0,0.0,False,False,2.5,0.9299999999999973,0.018109943458222543,0.0002615777777777786,47084,-0.16775793650793647,342558.6665972414,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,9,20,112
sweep_206,Automatic sweep 206,42069,35,csma,4,55.0,0.0,False,True,2.5,0.9299999999999973,0.017723375837889715,0.00012878518394265272,23146,0.4259424603174603,695776.734744008,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,53,6,48
sweep_207,Automatic sweep 207,42069,35,csma,4,55.0,0.0,True,False,2.5,0.9299999999999973,0.019118775157771342,0.0003183707757296477,57175,-0.41803075396825395,281450.8792827023,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,9,14,54
sweep_208,Automatic sweep 208,42069,35,csma,4,55.0,0.0,True,True,2.5,0.9299999999999973,0.018691176334554468,0.00015670462173579156,28107,0.3029017857142857,571812.9674445925,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,87,7,17
sweep_209,Automatic sweep 209,42069,35,csma,4,55.0,0.35,False,False,2.5,0.9416943749999973,0.016408943458222545,0.00025832672072594737,24887,0.38276289682539677,648090.6601062608,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,20,7,88
sweep_210,Automatic sweep 210,42069,35,csma,4,55.0,0.35,False,True,2.5,0.9416943749999973,0.016091558909889718,0.00012735504124038578,12234,0.696577380952381,1314585.848567684,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,71,3,38
sweep_211,Automatic sweep 211,42069,35,csma,4,55.0,0.35,True,False,2.5,0.9416943749999973,0.017417775157771345,0.00031441636424941213,30221,0.2504712301587302,532475.895006403,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,24,8,34
sweep_212,Automatic sweep 212,42069,35,csma,4,55.0,0.35,True,True,2.5,0.9416943749999973,0.01705935940655447,0.00015492870999652103,14857,0.6315228174603175,1080620.467065945,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,123,4,14
sweep_213,Automatic sweep 213,42069,35,csma,4,55.0,0.45,False,False,2.5,0.9450356249999973,0.015922943458222545,0.00025741206926202016,18497,0.5412450396825397,871980.9838387043,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,25,1,76
sweep_214,Automatic sweep 214,42069,35,csma,4,55.0,0.45,False,True,2.5,0.9450356249999973,0.01562532550188972,0.00012702860345672833,9093,0.7744791666666666,1766991.2389733049,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,79,0,8
sweep_215,Automatic sweep 215,42069,35,csma,4,55.0,0.45,True,False,2.5,0.9450356249999973,0.01693177515777134,0.0003132969915095202,22461,0.4429315476190476,716439.7855388676,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,29,1,28
sweep_216,Automatic sweep 216,42069,35,csma,4,55.0,0.45,True,True,2.5,0.9450356249999973,0.016593125998554465,0.0001545016312335993,11042,0.7261408730158729,1452790.029560803,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,131,0,4
